Iteration                Wall_Time                Samples                  Test_Return              Test_Episode_Length      Test_Episodes            Train_Return             Train_Episode_Length     Train_Episodes           Critic_Loss              Actor_Loss               Action_Bound_Loss        Adv_Mean                 Adv_Std                  
2750                     1.5669093799591065       11268096                 117.9086178739771        1000.0                   32                       97.0368423461914         1000.0003051757812       204                      45.6866569519043         0.010244114324450493     0.00011672114487737417   0.2450142651796341       3.504800319671631        
2800                     1.5953860703441831       11472896                 101.44875345300204       1000.0                   32                       111.17452239990234       1000.0003051757812       204                      56.16257095336914        -0.001441227039322257    8.87906426214613e-05     0.19499614834785461      3.9143807888031006       
2850                     1.6238580524921418       11677696                 108.92227822915498       1000.0                   32                       108.53640747070312       1000.0003051757812       204                      23.328767776489258       -0.020803192630410194    7.898746844148263e-05    1.4231609106063843       3.2565438747406006       
2900                     1.6523247288333045       11882496                 105.45944985698324       1000.0                   32                       101.7366943359375        1000.0003051757812       204                      31.919565200805664       -0.04404792934656143     0.00016224771388806403   -0.09364024549722672     2.796581506729126        
2950                     1.6808480148845248       12087296                 102.63428349136639       1000.0                   32                       103.14057159423828       1000.0003051757812       204                      82.27439880371094        -0.019931262359023094    1.9873036762874108e-06   0.7065236568450928       4.449795246124268        
3000                     1.7092573708295822       12292096                 115.5638162946299        1000.0                   32                       104.66842651367188       1000.0003051757812       204                      45.38837432861328        0.02594020403921604      0.0005996056133881211    0.4111686050891876       3.3616549968719482       
3050                     1.7373230718241797       12496896                 81.39886040681357        1000.0                   32                       101.91199493408203       1000.0003051757812       204                      22.045291900634766       -0.05041969567537308     3.6915316741215065e-05   0.2033820003271103       2.537402868270874        
3100                     1.7652134539021387       12701696                 110.71179330173729       1000.0                   32                       100.04344940185547       1000.0003051757812       204                      38.97975540161133        -0.029366519302129745    0.0012897271662950516    1.0257065296173096       3.790888547897339        
3150                     1.7932313438918857       12906496                 113.82670781039279       1000.0                   32                       94.65990447998047        1000.0003051757812       204                      36.30363845825195        -0.0016625002026557922   0.00014846753038000315   1.3575732707977295       3.554295539855957        
3200                     1.8214246510797076       13111296                 115.92545254764421       1000.0                   32                       104.25106811523438       1000.0003051757812       204                      21.960750579833984       -0.00046634674072265625  0.0004193582572042942    -1.0084338188171387      2.6400530338287354       
3250                     1.8496830101145638       13316096                 121.08193067557487       1000.0                   32                       110.64852142333984       1000.0003051757812       204                      19.051420211791992       -0.019564444199204445    1.6532125300727785e-05   -0.3981509804725647      2.4408257007598877       
3300                     1.8777701811658012       13520896                 92.41312990294732        1000.0                   32                       103.1256103515625        1000.0003051757812       204                      11.636258125305176       0.004764259792864323     0.00014715838187839836   0.5853915810585022       1.980649471282959        
3350                     1.9059583248694738       13725696                 122.9382043758716        1000.0                   32                       115.28776550292969       1000.0003051757812       204                      36.67250442504883        -0.07180843502283096     3.651948645710945e-05    -0.0847601443529129      3.0634303092956543       
3400                     1.9340984734561708       13930496                 101.93027835434357       1000.0                   32                       104.52723693847656       1000.0003051757812       204                      57.49742126464844        -0.005363124422729015    0.00014033816114533693   -0.02403894066810608     4.216734409332275        
3450                     1.9622906670967737       14135296                 113.36987629126715       1000.0                   32                       111.52328491210938       1000.0003051757812       204                      17.624486923217773       -0.001345249591395259    7.154145578169846e-07    -0.32131651043891907     2.307652711868286        
3500                     1.9904449006583955       14340096                 110.05847311739831       1000.0                   32                       118.2629165649414        1000.0003051757812       204                      46.192100524902344       -0.009693466126918793    8.338493898918387e-06    -0.8351342082023621      3.443406820297241        
3550                     2.018612722357114        14544896                 110.40487839347452       1000.0                   32                       113.59447479248047       1000.0003051757812       204                      48.6484489440918         0.008834294974803925     7.279334386112168e-05    0.8599161505699158       3.6736044883728027       
3600                     2.046771672434277        14749696                 110.5881313563927        1000.0                   32                       109.24153900146484       1000.0003051757812       204                      14.164322853088379       -0.024729672819375992    0.00010996218043146655   -0.4862762689590454      2.3987770080566406       
3650                     2.074926818476783        14954496                 117.71200334581965       1000.0                   32                       116.27737426757812       1000.0003051757812       204                      56.873512268066406       0.006102480459958315     1.427200686521246e-06    0.9545124173164368       3.8536195755004883       
3700                     2.1030090078380375       15159296                 114.38730274234956       1000.0                   32                       113.50428771972656       1000.0003051757812       204                      58.58149337768555        -0.041207220405340195    5.953021172899753e-06    -0.5852998495101929      4.095433712005615        
3750                     2.131092292269071        15364096                 142.98454229794618       1000.0                   32                       114.90377807617188       1000.0003051757812       204                      31.212486267089844       -0.06312593817710876     0.00021404062863439322   -0.16690246760845184     2.9344215393066406       
3800                     2.159211248556773        15568896                 124.0844713738191        1000.0                   32                       120.85498046875          1000.0003051757812       204                      42.381553649902344       0.02434101700782776      7.098724745446816e-05    0.38810813426971436      3.479546546936035        
3850                     2.187380883892377        15773696                 121.00822265063472       1000.0                   32                       116.40345001220703       1000.0003051757812       204                      44.239707946777344       -0.008688807487487793    0.0002850802266038954    0.27566853165626526      3.3743369579315186       
3900                     2.2155622795555328       15978496                 126.53867484616535       1000.0                   32                       120.46028137207031       1000.0003051757812       204                      38.106712341308594       -0.011265657842159271    8.392055315198377e-05    0.797888457775116        3.05238676071167         
3950                     2.243673957122697        16183296                 123.52796583241057       1000.0                   32                       125.07025909423828       1000.0003051757812       204                      33.56991958618164        0.007069851271808147     0.00015185947995632887   2.5045762062072754       3.7833006381988525       
4000                     2.2718969360987344       16388096                 147.01257718166474       1000.0                   32                       128.28744506835938       1000.0003051757812       204                      40.19978713989258        0.008511878550052643     2.9868293495383114e-05   0.5971762537956238       3.2918925285339355       
4050                     2.3000432355536353       16592896                 123.6919244437214        1000.0                   32                       112.7311019897461        1000.0003051757812       204                      48.09893798828125        0.00020459922961890697   7.068349805194885e-05    -0.15195775032043457     3.467024087905884        
4100                     2.3282163368993336       16797696                 115.10860198964977       1000.0                   32                       121.07119750976562       1000.0003051757812       204                      11.551419258117676       -0.046075839549303055    9.102621697820723e-05    -0.19425609707832336     1.9380234479904175       
4150                     2.3563708678881325       17002496                 122.96824772798655       1000.0                   32                       114.98538970947266       1000.0003051757812       204                      53.84723663330078        -0.07059783488512039     1.4854632354399655e-05   0.3545631468296051       3.779256582260132        
4200                     2.3844932613107894       17207296                 115.58173409332298       1000.0                   32                       109.0807876586914        1000.0003051757812       204                      60.832393646240234       0.026165809482336044     0.0004297299892641604    1.2172144651412964       4.163512706756592        
4250                     2.412666973206732        17412096                 100.58476574471993       1000.0                   32                       106.53211975097656       1000.0003051757812       204                      42.08394241333008        -0.014166438952088356    6.672071322100237e-05    0.8262866139411926       3.4624111652374268       
4300                     2.440884071191152        17616896                 104.2091211542513        1000.0                   32                       114.81047821044922       1000.0003051757812       204                      11.793472290039062       -0.02807413972914219     5.9141697420272976e-05   -0.5729100704193115      1.9788495302200317       
4350                     2.4690163579914306       17821696                 108.28572866857121       1000.0                   32                       126.50556182861328       1000.0003051757812       204                      47.48051071166992        0.006701079662889242     0.00019032300042454153   0.9422168731689453       3.904329538345337        
4400                     2.497195499274466        18026496                 117.480438385093         1000.0                   32                       114.41167449951172       1000.0003051757812       204                      51.756465911865234       -0.050014179199934006    4.215996159473434e-05    0.9460620880126953       3.9720473289489746       
4450                     2.5256461462047364       18231296                 104.46817927881395       1000.0                   32                       121.745849609375         1000.0003051757812       204                      34.827056884765625       -0.025466077029705048    0.000161433476023376     -0.3528217673301697      3.15812611579895         
4500                     2.554083013203409        18436096                 136.30625351312938       1000.0                   32                       124.8195571899414        1000.0003051757812       204                      19.420854568481445       0.0004259096458554268    1.5646062820451334e-05   -0.5370227098464966      3.0371129512786865       
4550                     2.582579026619593        18640896                 104.21676904576063       1000.0                   32                       123.498291015625         1000.0003051757812       204                      36.62982940673828        -0.0016189012676477432   0.00010095509060192853   0.11961498856544495      3.25936222076416         
4600                     2.610991816653146        18845696                 146.9252509707157        1000.0                   32                       132.13848876953125       1000.0003051757812       204                      31.769243240356445       -0.00350748049095273     3.1582025258103386e-05   0.25516805052757263      3.1124072074890137       
4650                     2.63946849419011         19050496                 108.97265157233417       1000.0                   32                       138.56626892089844       1000.0003051757812       204                      30.639305114746094       -0.02991446480154991     0.0006909415824338794    -0.5884262323379517      3.259633779525757        
4700                     2.667755663394928        19255296                 129.1218716475011        1000.0                   32                       132.25340270996094       1000.0003051757812       204                      66.35720825195312        -0.04092724993824959     5.410066296462901e-05    0.37403562664985657      4.206796169281006        
4750                     2.6959006483687293       19460096                 157.36523494430406       1000.0                   32                       143.0801544189453        1000.0003051757812       204                      122.73198699951172       -0.026920342817902565    4.248904951964505e-05    -0.06605967879295349     5.872626781463623        
4800                     2.7240192098750007       19664896                 116.76775753080214       1000.0                   32                       128.5039825439453        1000.0003051757812       204                      40.70346450805664        -0.006588920019567013    7.51063198549673e-05     0.3094140589237213       4.209472179412842        
4850                     2.752183522714509        19869696                 137.65380823702162       1000.0                   32                       131.47515869140625       1000.0003051757812       204                      41.60313034057617        -0.027284318581223488    7.503382948925719e-05    0.20274721086025238      3.2820804119110107       
4900                     2.7804958683252337       20074496                 149.4540314507725        1000.0                   32                       138.93685913085938       1000.0003051757812       204                      24.316364288330078       -0.029659338295459747    6.898399442434311e-05    -0.9645703434944153      2.930680274963379        
4950                     2.8089444912142225       20279296                 133.21601937731106       1000.0                   32                       130.5078125              1000.0003051757812       204                      16.102787017822266       0.05015344172716141      1.8069720681523904e-05   -0.9196954369544983      2.6576967239379883       
5000                     2.8373856586880155       20484096                 127.85047805600064       1000.0                   32                       135.26385498046875       1000.0003051757812       204                      50.112754821777344       -0.0329124890267849      1.5499148503295146e-05   1.638696551322937        4.005768775939941        
5050                     2.8658682464228735       20688896                 168.8618617271958        1000.0                   32                       129.3059539794922        1000.0003051757812       204                      69.56708526611328        -0.05891852080821991     1.5671779692638665e-05   -0.13158418238162994     4.340754508972168        
5100                     2.8942533934778636       20893696                 142.5689935688853        1000.0                   32                       139.795166015625         1000.0003051757812       204                      78.20955657958984        0.010736391879618168     9.299867815570906e-05    1.5360627174377441       4.514068603515625        
5150                     2.9227650821208955       21098496                 146.70759122793578       1000.0                   32                       140.4606475830078        1000.0003051757812       204                      49.26401901245117        0.024885861203074455     0.00010230799671262503   -0.34458139538764954     3.9475557804107666       
5200                     2.9511603611707686       21303296                 149.9779198570019        1000.0                   32                       148.61749267578125       1000.0003051757812       204                      75.36255645751953        -0.016936076804995537    0.0001844826911110431    0.9953663349151611       4.488231182098389        
5250                     2.979618484179179        21508096                 151.304457134566         1000.0                   32                       131.4512481689453        1000.0003051757812       204                      87.74750518798828        -0.011591036804020405    4.302461456973106e-05    0.6780198812484741       4.753147602081299        
5300                     3.0080332739485636       21712896                 132.62867774360672       1000.0                   32                       127.06523895263672       1000.0003051757812       204                      26.869495391845703       0.03638291731476784      2.6222980523016304e-05   0.6549575328826904       2.759690761566162        
5350                     3.0365080583757824       21917696                 149.78455586416894       1000.0                   32                       126.45767974853516       1000.0003051757812       204                      119.76966094970703       -0.0132451131939888      6.397984543582425e-05    -0.212685227394104       5.471930980682373        
5400                     3.0649275472429065       22122496                 158.74061537963445       1000.0                   32                       128.78489685058594       1000.0003051757812       204                      24.6929988861084         0.027157718315720558     1.6366745967388852e-06   0.3200770914554596       2.7415659427642822       
5450                     3.0933240085840223       22327296                 148.41223016712746       1000.0                   32                       144.3700714111328        1000.0003051757812       204                      87.15032196044922        -0.006558550521731377    0.0002740781055763364    1.2906280755996704       4.752439975738525        
5500                     3.121758838031027        22532096                 178.29015695252303       1000.0                   32                       146.1190185546875        1000.0003051757812       204                      53.42166519165039        -0.005668921861797571    7.498168270103633e-05    -0.20597778260707855     3.9785263538360596       
5550                     3.150197247862816        22736896                 189.38156101301365       1000.0                   32                       153.64231872558594       1000.0003051757812       204                      114.76220703125          0.0009938543662428856    0.0005488564493134618    1.4143394231796265       5.552252769470215        
5600                     3.1786318498187596       22941696                 189.69245230332774       1000.0                   32                       156.0645751953125        1000.0003051757812       204                      125.14250183105469       0.02144361101090908      0.00011371771688573062   -0.44909027218818665     5.9430389404296875       
5650                     3.206727183924781        23146496                 152.8518849353202        1000.0                   32                       150.53121948242188       1000.0003051757812       204                      41.2723388671875         0.00426113698631525      7.939767783682328e-06    -0.7989846467971802      3.5360541343688965       
5700                     3.23479268292586         23351296                 170.87539196712325       1000.0                   32                       145.00735473632812       1000.0003051757812       204                      97.4527816772461         0.003052512416616082     2.254342871310655e-05    1.3061563968658447       5.150767803192139        
5750                     3.2628933764166304       23556096                 178.52245488563818       1000.0                   32                       139.74583435058594       1000.0003051757812       204                      91.67991638183594        -0.0014132834039628506   3.128489333903417e-05    3.6909494400024414       5.47581148147583         
5800                     3.2909659218125875       23760896                 153.87719490769194       1000.0                   32                       149.2962188720703        1000.0003051757812       204                      70.6339111328125         -0.05011654272675514     0.00023597641848027706   0.8263438940048218       4.484440803527832        
5850                     3.319051727188958        23965696                 133.2107415841694        1000.0                   32                       146.48306274414062       1000.0003051757812       204                      65.78430938720703        -0.012789018452167511    0.00030597051954828203   -0.26155421137809753     4.7718729972839355       
5900                     3.347320651345783        24170496                 140.61460486315175       1000.0                   32                       136.06568908691406       1000.0003051757812       204                      56.89971923828125        -0.03582746535539627     4.462371362023987e-05    -0.7918650507926941      3.9993278980255127       
5950                     3.3756289684772494       24375296                 132.47492708664944       1000.0                   32                       135.01922607421875       1000.0003051757812       204                      100.84272003173828       -0.005291054490953684    1.7735399524099194e-05   0.0028662914410233498    5.042090892791748        
6000                     3.4040203518999945       24580096                 136.48417625080612       1000.0                   32                       146.32449340820312       1000.0003051757812       204                      87.38337707519531        0.017697280272841454     0.0001232869690284133    0.09881746768951416      4.89354133605957         
6050                     3.432476743857066        24784896                 151.00816149808122       1000.0                   32                       149.3179473876953        1000.0003051757812       204                      37.559688568115234       -0.01557050459086895     1.4529199688695371e-05   0.44535547494888306      3.296260118484497        
6100                     3.460827127297719        24989696                 169.16437043423957       1000.0                   32                       139.59474182128906       1000.0003051757812       204                      49.928306579589844       0.00386342266574502      4.255766543792561e-05    0.6379983425140381       3.618138074874878        
6150                     3.4892925036615794       25194496                 153.31700594105354       1000.0                   32                       135.89869689941406       1000.0003051757812       204                      87.99291229248047        -0.0070508369244635105   5.801691804663278e-05    0.543021559715271        4.866728782653809        
6200                     3.517711864511172        25399296                 163.79501313522923       1000.0                   32                       145.81138610839844       1000.0003051757812       204                      46.36904525756836        -0.021985096856951714    0.00016688235336914659   -0.06659641861915588     3.6018898487091064       
6250                     3.546159899698363        25604096                 139.71485595871846       1000.0                   32                       138.0703125              1000.0003051757812       204                      29.323196411132812       -0.008638754487037659    5.925427103647962e-05    -0.9195720553398132      2.915198564529419        
6300                     3.5745929584238265       25808896                 147.08111350858144       1000.0                   32                       132.99960327148438       1000.0003051757812       204                      71.36527252197266        -0.024405870586633682    2.1626090529025532e-05   -0.9054796099662781      4.262420654296875        
6350                     3.603004174762302        26013696                 127.06422815168096       1000.0                   32                       143.3072509765625        1000.0003051757812       204                      36.85579299926758        0.00778167275711894      7.207688031485304e-05    -1.390796422958374       3.3165364265441895       
6400                     3.6314268535375596       26218496                 115.28087774997712       1000.0                   32                       144.35888671875          1000.0003051757812       204                      16.722003936767578       -0.002287008799612522    2.8122205549152568e-05   -0.7525550127029419      2.7394087314605713       
6450                     3.659831466608577        26423296                 133.06920887287833       1000.0                   32                       132.949951171875         1000.0003051757812       204                      38.98847579956055        -0.028230082243680954    1.4670101336378139e-05   -0.06939340382814407     3.0468153953552246       
6500                     3.688256846666336        26628096                 133.99294950546792       1000.0                   32                       135.9449462890625        1000.0003051757812       204                      44.797882080078125       -0.0290814358741045      0.0002691787958610803    1.436518907546997        3.79852294921875         
6550                     3.716712096399731        26832896                 156.41613522543815       1000.0                   32                       142.0206756591797        1000.0003051757812       204                      67.89424896240234        -0.009032337926328182    1.7214737454196438e-05   -3.1766703128814697      4.648881435394287        
6600                     3.745164406961865        27037696                 144.91494996225757       1000.0                   32                       137.46339416503906       1000.0003051757812       204                      108.03634643554688       -0.0432138629257679      7.637534872628748e-05    0.7563802003860474       5.35589075088501         
6650                     3.773567405674193        27242496                 157.53582793054292       1000.0                   32                       150.48846435546875       1000.0003051757812       204                      40.97990798950195        -0.004545838572084904    0.00016710683121345937   0.26651903986930847      3.4367878437042236       
6700                     3.8019321340984766       27447296                 126.73239118281785       1000.0                   32                       146.69911193847656       1000.0003051757812       204                      81.23140716552734        0.01183231920003891      8.796303882263601e-05    -0.5695695281028748      4.704695224761963        
6750                     3.8303496716419856       27652096                 159.6020683669367        1000.0                   32                       147.9872589111328        1000.0003051757812       204                      84.53234100341797        0.029453450813889503     1.5308414731407538e-05   0.9073307514190674       4.829325199127197        
